sentence,priority
"For anyone who remembers the '60s or is interested in one man 's response to stroke , Ram Dass : Fierce Grace is worth seeking out .",0
"The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .",0
Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,0
... begins on a high note and sustains it beautifully .,0
Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .,0
"Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .",0
We get the comedy we settle for .,0
Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,0
"Anchored by a terrific performance by Abbass , Satin Rouge shows that the idea of women 's self-actualization knows few continental divides .",0
Lovely and poignant .,0
The reason this picture works better than its predecessors is that Myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,0
Even accepting this in the right frame of mind can only provide it with so much leniency .,0
The sword fighting is well done and Auteuil is a goofy pleasure .,0
"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",0
The warm presence of Zhao Benshan makes the preposterous lying hero into something more than he reasonably should be .,0
Chamber of Secrets will find millions of eager fans .,0
It 's definitely a step in the right direction .,0
"It 's provocative stuff , but the speculative effort is hampered by Taylor 's cartoonish performance and the film 's ill-considered notion that Hitler 's destiny was shaped by the most random of chances .",0
"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",0
"By the time we learn that Andrew 's Turnabout Is Fair Play is every bit as awful as Borchardt 's Coven , we can enjoy it anyway .",0
"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",0
Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .,0
"Further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of Dubya 's Axis of Evil .",0
"And the reason for that is a self-aware , often self-mocking , intelligence .",0
"Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .",0
"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .",0
"It 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .",0
The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,0
"It ends up being neither , and fails at both endeavors .",0
"For all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",0
"A lightweight , uneven action comedy that freely mingles French , Japanese and Hollywood cultures .",0
"Buy is an accomplished actress , and this is a big , juicy role .",0
"But the problem with Wendigo , for all its effective moments , is n't really one of resources .",0
"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",0
"Mark Wahlberg ... may look classy in a '60s - homage pokepie hat , but as a character he 's dry , dry , dry .",0
A true pleasure .,0
"Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .",0
"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic .",0
"` Lovely and Amazing , ' unhappily , is neither ... excessively strained and contrived .",0
An edgy thriller that delivers a surprising punch .,0
"By the time the surprise ending is revealed , interest can not be revived .",0
Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,0
That Storytelling has value can not be denied .,0
"Reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified Nike ad .",0
"A time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .",0
"As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .",0
"The cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .",0
Smith is careful not to make fun of these curious owners of architectural oddities .,0
"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",0
"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",0
"Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",0
Frequent flurries of creative belly laughs and genuinely enthusiastic performances ... keep the movie slaloming through its hackneyed elements with enjoyable ease .,0
"When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .",0
"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",0
"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",0
"To the film 's credit , the acting is fresh and unselfconscious , and Munch is a marvel of reality versus sappy sentiment .",0
Candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,0
"A very slow , uneventful ride around a pretty tattered old carousel .",0
That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin 's film serves up with style and empathy .,0
Seldom has a movie so closely matched the spirit of a man and his work .,0
"Smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",0
... an enjoyably frothy ` date movie ' ...,0
Samuel L. Jackson is one of the best actors there is .,0
"The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .",0
It 's one of the most honest films ever made about Hollywood .,0
"GarcÃ­a Bernal and TalancÃ³n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",0
"A laughable -- or rather , unlaughable -- excuse for a film .",0
"Soderbergh , like Kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .",0
"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",0
"While it 's genuinely cool to hear characters talk about early rap records -LRB- Sugar Hill Gang , etc. -RRB- , the constant referencing of hip-hop arcana can alienate even the savviest audiences .",0
"For movie lovers as well as opera lovers , Tosca is a real treat .",0
Features one of the most affecting depictions of a love affair ever committed to film .,0
"Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .",0
"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",0
There 's nothing remotely topical or sexy here .,0
A polished and vastly entertaining caper film that puts the sting back into the con .,0
"The animation merely serves up a predictable , maudlin story that swipes heavily from Bambi and The Lion King , yet lacks the emotional resonance of either of those movies .",0
The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .,0
Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .,0
"And neither do cliches , no matter how ` inside ' they are .",0
A mildly enjoyable if toothless adaptation of a much better book .,0
"The Man From Elysian Fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .",0
Just is n't as weird as it ought to be .,0
"Jose Campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",0
"Mr. Tsai is a very original artist in his medium , and What Time Is It There ?",0
"Without resorting to hyperbole , I can state that Kissing Jessica Stein may be the best same-sex romance I have seen .",0
Make like the title and dodge this one .,0
An idealistic love story that brings out the latent 15-year-old romantic in everyone .,0
A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,0
"I complain all the time about seeing the same ideas repeated in films over and over again , but The Bourne Identity proves that a fresh take is always possible .",0
Watching it is rather like an overlong visit from a large group of your relatives .,0
Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,0
I 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .,0
This movie got me grinning .,0
"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",0
"American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .",0
An infectious cultural fable with a tasty balance of family drama and frenetic comedy .,0
Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,0
"Verbinski substitutes atmosphere for action , tedium for thrills .",0
The structure the film takes may find Matt Damon and Ben Affleck once again looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned .,0
` Stock up on silver bullets for director Neil Marshall 's intense freight train of a film . ',0
"Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play .",0
Wins my vote for ` The 2002 Enemy of Cinema ' Award .,0
A mess when it comes to the characters and writing ... but works its way underneath the skin like few movies have in recent memory .,0
"All in all , The Count of Monte Cristo is okay , but it is surely no classic , like the novel upon which it is based .",0
Arguably the best script that Besson has written in years .,0
It 's impossible to even categorize this as a smutty guilty pleasure .,0
"A funny , triumphant , and moving documentary .",0
An extraordinarily silly thriller .,0
The movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .,0
"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",0
By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,0
"If Melville is creatively a great whale , this film is canned tuna .",0
"Like Showgirls and Glitter , the most entertaining moments here are unintentional .",0
-LRB- Leigh -RRB- has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .,0
`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0
"This is a stunning film , a one-of-a-kind tour de force .",0
I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .,0
"If any of them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything in the film ...",0
"It 's a humble effort , but spiced with wry humor and genuine pathos , especially between Morgan and Redgrave .",0
"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",0
"It has the charm of the original American road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .",0
"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",0
"If you like peace , you 'll like Promises .",0
Francophiles will snicker knowingly and you 'll want to slap them .,0
Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,0
"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .",0
"Subversive , meditative , clinical and poetic , The Piano Teacher is a daring work of genius .",0
What it lacks in originality it makes up for in intelligence and B-grade stylishness .,0
But even a hero can stumble sometimes .,0
Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,0
Part of the film 's cheeky charm comes from its vintage schmaltz .,0
"Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .",0
This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .,0
A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,0
"It feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",0
"Maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .",0
"As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .",0
It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,0
"Outer-space buffs might love this film , but others will find its pleasures intermittent .",0
The whole thing plays like a tired Tyco ad .,0
"If it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",0
"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",0
Less than fresh .,0
This is the best Star Trek movie in a long time .,0
"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .",0
There 's a wickedly subversive bent to the best parts of Birthday Girl .,0
"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",0
an original and highly cerebral examination of the psychopathic mind,0
It 's sweet .,0
"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",0
Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,0
"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",0
"In the new release of Cinema Paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned .",0
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",0
"Like a veteran head cutter , Barbershop is tuned in to its community .",0
A decent-enough nail-biter that stands a good chance of being the big hit Franklin needs to stay afloat in Hollywood .,0
"... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .",0
"This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .",0
"... there 's a choppy , surface-effect feeling to the whole enterprise .",0
"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",0
"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",0
A period story about a Catholic boy who tries to help a Jewish friend get into heaven by sending the audience straight to hell .,0
"A B-movie you can sit through , enjoy on a certain level and then forget .",0
Every nanosecond of the The New Guy reminds you that you could be doing something else far more pleasurable .,0
"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",0
"The great pity is that those responsible did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home .",0
`` Red Dragon '' is entertaining .,0
"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time .",0
"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",0
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",0
"Pryor Lite , with half the demons , half the daring , much less talent , many fewer laughs .",0
George Clooney proves he 's quite a talented director and Sam Rockwell shows us he 's a world-class actor with Confessions of a Dangerous Mind .,0
My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .,0
The comedy is nonexistent .,0
A rather average action film that benefits from several funny moments supplied by Epps .,0
All but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,0
It 's great escapist fun that recreates a place and time that will never happen again .,0
"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?",0
"Oh , and more entertaining , too .",0
"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",0
"An intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",0
` Stock up on silver bullets for director Neil Marshall 's intense freight train of a film . ',0
"It 's all pretty cynical and condescending , too .",0
Flaunts its quirky excesses like a New Year 's Eve drunk sporting a paper party hat .,0
"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",0
Maggie G. makes an amazing breakthrough in her first starring role and eats up the screen .,0
Let 's hope not .,0
"Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .",0
Handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,0
What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .,0
Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .,0
A science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,0
"Although mainstream American movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",0
Spare but quietly effective retelling .,0
"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .",0
A comic gem with some serious sparkles .,0
"For all of the contemporary post-colonialist consciousness that Kapur tries to bring to The Four Feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .",0
"Lovingly photographed in the manner of a Golden Book sprung to life , Stuart Little 2 manages sweetness largely without stickiness .",0
Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,0
The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .,0
"Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .",0
There 's got to be a more graceful way of portraying the devastation of this disease .,0
This charmless nonsense ensues amid clanging film references that make Jay and Silent Bob 's Excellent Adventure seem understated .,0
"You come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .",0
"As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .",0
"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .",0
"A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .",0
The inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,0
"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !",0
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",0
The film is like a series of beginnings and middles that never take off .,0
The symbols float like butterflies and the spinning styx sting like bees .,0
The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0
The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,0
"There are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .",0
"It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",0
"The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",0
"Though it runs 163 minutes , Safe Conduct is anything but languorous .",0
-LRB- But it 's -RRB- worth recommending because of two marvelous performances by Michael Caine and Brendan Fraser .,0
"While Super Troopers is above Academy standards , its quintet of writers could still use some more schooling .",0
It is interesting and fun to see Goodall and her chimpanzees on the bigger-than-life screen .,0
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",0
Malone does have a gift for generating nightmarish images that will be hard to burn out of your brain .,0
It will delight newcomers to the story and those who know it from bygone days .,0
` A ' for creativity but comes across more as a sketch for a full-length comedy .,0
"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",0
"It 's an ambitious film , and as with all ambitious films , it has some problems .",0
"Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .",0
"The most wondrous love story in years , it is a great film .",0
"Like the world of his film , Hartley created a monster but did n't know how to handle it .",0
"On its icy face , the new film is a subzero version of Monsters , Inc. , without the latter 's imagination , visual charm or texture .",0
But not without cheesy fun factor .,0
I ca n't quite recommend it -- it 's too patched together -- but I almost can ; it 's the kind of movie that makes you want to like it .,0
"Woody Allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",0
"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",0
"Despite some comic sparks , Welcome to Collinwood never catches fire .",0
The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,0
"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",0
"There 's a solid woman - finding-herself story somewhere in here , but you 'd have to dig pretty deep to uncover it .",0
Smart and taut .,0
"A grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",0
A bland animated sequel that hardly seems worth the effort .,0
"An impossible romance , but we root for the patronized Iranian lad .",0
"Pretension , in its own way , is a form of bravery .",0
Exciting documentary .,0
"It 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .",0
A romantic comedy that operates by the rules of its own self-contained universe .,0
The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",0
The Ya-Ya 's have many secrets and one is - the books are better .,0
The movie is ingenious fun .,0
A culture clash comedy only half as clever as it thinks it is .,0
"The film is a contrivance , as artificial as the video games Japanese teens play in a nightclub sequence , but it 's an enjoyable one .",0
"A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .",0
"` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '",0
A man leaving the screening said the film was better than Saving Private Ryan .,0
"Katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of Meeropol entertaining his children to create his song history , but most powerful of all is the song itself",0
"Though it draws several decent laughs , it 's low-cal Woody at best .",0
"Eventually , it wins you over .",0
"It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more .",0
Reveals how important our special talents can be when put in service of of others .,0
"A compassionate , moving portrait of an American -LRB- and an America -RRB- always reaching for something just outside his grasp .",0
Love Liza is a festival film that would have been better off staying on the festival circuit .,0
"Marvelous , merry and , yes , melancholy film .",0
"It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .",0
"They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .",0
Overly long and worshipful bio-doc .,0
"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0
"Although German cooking does not come readily to mind when considering the world 's best cuisine , Mostly Martha could make Deutchland a popular destination for hungry tourists .",0
"A gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .",0
"At first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .",0
"Not a film to rival To Live , but a fine little amuse-bouche to keep your appetite whetted .",0
A rewarding work of art for only the most patient and challenge-hungry moviegoers .,0
"One of the most plain , unimaginative romantic comedies I 've ever seen .",0
... a good film that must have baffled the folks in the marketing department .,0
Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,0
"All three actresses are simply dazzling , particularly Balk , who 's finally been given a part worthy of her considerable talents .",0
"A sensitive , moving , brilliantly constructed work .",0
It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,0
The movie has lots of dancing and fabulous music .,0
"Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",0
Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,0
"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",0
It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,0
I do n't think this movie loves women at all .,0
Tuck Everlasting achieves a delicate balance of romantic innocence and philosophical depth .,0
"Real Women may have many agendas , but it also will win you over , in a big way .",0
"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",0
A cinematic sleeping pill of impressive potency .,0
"When it 's this rich and luscious , who cares ?",0
"Definitely a crowd-pleaser , but then , so was the Roman Colosseum .",0
"... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '",0
"-LRB- Evans is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",0
"The longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",0
"Despite an overwrought ending , the film works as well as it does because of the performances .",0
"I just saw this movie ... well , it 's probably not accurate to call it a movie .",0
"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",0
The good thing -- the only good thing -- about Extreme Ops is that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list .,0
"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .",0
"It 's tough to watch , but it 's a fantastic movie .",0
There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,0
Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,0
"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.",0
Who needs love like this ?,0
"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .",0
"As a witness to several Greek-American weddings -- but , happily , a victim of none -- I can testify to the comparative accuracy of Ms. Vardalos ' memories and insights .",0
The socio-histo-political treatise is told in earnest strides ... -LRB- and -RRB- personal illusion is deconstructed with poignancy .,0
"It is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it .",0
"For all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , Lily Chou-Chou never really builds up a head of emotional steam .",0
Ferrara 's strongest and most touching movie of recent years .,0
"If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J.",0
"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",0
"Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .",0
... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,0
The piece plays as well as it does thanks in large measure to Anspaugh 's three lead actresses .,0
... an adorably whimsical comedy that deserves more than a passing twinkle .,0
A very funny movie .,0
"While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .",0
"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",0
What does n't this film have that an impressionable kid could n't stand to hear ?,0
"I kept thinking over and over again , ' I should be enjoying this . '",0
"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",0
"An engaging , formulaic sports drama that carries a charge of genuine excitement .",0
"Alternately hilarious and sad , aggravating and soulful , scathing and joyous .",0
"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",0
The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann .,0
... a guiltless film for nice evening out .,0
"Despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on TV and purports to amuse small children and ostensible adults .",0
Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,0
"Although the level of the comedy declines as the movie proceeds , there 's no denying the fun of watching De Niro and Crystal having fun .",0
Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,0
"Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",0
"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",0
", The Sum of All Fears is simply a well-made and satisfying thriller .",0
A byzantine melodrama that stimulates the higher brain functions as well as the libido .,0
"It extends the writings of Jean Genet and John Rechy , the films of Fassbinder , perhaps even the nocturnal works of Goya .",0
"I felt sad for Lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by Rohmer , for example .",0
"Enough is not a bad movie , just mediocre .",0
The beautifully choreographed kitchen ballet is simple but absorbing .,0
Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .,0
"Well , in some of those , the mother deer even dies .",0
Interesting both as a historical study and as a tragic love story .,0
Remember back when thrillers actually thrilled ?,0
Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .,0
A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,0
It 's all pretty tame .,0
Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,0
"Witty , contemplative , and sublimely beautiful .",0
