sentence,priority
Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',0
Has a solid emotional impact .,0
The Iditarod lasts for days - this just felt like it did .,0
I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .,0
"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",0
"Human Resources was a good , straightforward tale , but Time Out is better .",0
"If we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",0
But you 'll definitely want the T-shirt .,0
"It 's so good that its relentless , polished wit can withstand not only inept school productions , but even Oliver Parker 's movie adaptation .",0
A movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the Godzilla sized soda .,0
"Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .",0
"All in all , a great party .",0
Claude Miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,0
Deserves high marks for political courage but barely gets by on its artistic merits .,0
"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",0
"It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions .",0
Deliciously mean-spirited and wryly observant .,0
This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,0
It grabs you in the dark and shakes you vigorously for its duration .,0
-LRB- A -RRB- real pleasure in its laid-back way .,0
This movie has the usual impossible stunts ... But it has just as many scenes that are lean and tough enough to fit in any modern action movie .,0
It 's incredible the number of stories the Holocaust has generated .,0
New Best Friend should n't have gone straight to video ; it should have gone straight to a Mystery Science Theater 3000 video .,0
"If any of them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything in the film ...",0
"Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .",0
"It 's the best film of the year so far , the benchmark against which all other Best Picture contenders should be measured .",0
The movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .,0
"The charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0
It 's mired in a shabby script that piles layer upon layer of Action Man clich̩ atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of -LRB- Woo 's -RRB- best work .,0
Watching Austin Powers in Goldmember is like binging on cotton candy .,0
"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality .",0
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,0
The script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .,0
"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",0
"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .",0
What a great way to spend 4 units of your day .,0
"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",0
"As banal as the telling may be -- and at times , All My Loved Ones more than flirts with kitsch -- the tale commands attention .",0
This may be Burns 's strongest film since The Brothers McMullen .,0
"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",0
"Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .",0
"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",0
One of the most genuinely sweet films to come along in quite some time .,0
"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .",0
A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,0
"Jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .",0
The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .,0
` Unfaithful ' cheats on itself and retreats to comfortable territory .,0
"Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation .",0
Even more baffling is that it 's funny .,0
"Deflated ending aside , there 's much to recommend the film .",0
"Efficient , suitably anonymous chiller .",0
"Spectators will indeed sit open-mouthed before the screen , not screaming but yawning .",0
"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .",0
"Despite a story predictable enough to make The Sound of Music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",0
This is a movie you can trust .,0
"With virtually no interesting elements for an audience to focus on , Chelsea Walls is a triple-espresso endurance challenge .",0
"There seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .",0
"As lo-fi as the special effects are , the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten .",0
"Scherfig , who has had a successful career in TV , tackles more than she can handle .",0
"The story is lacking any real emotional impact , and the plot is both contrived and cliched .",0
"The appearance of Treebeard and Gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",0
"If The Full Monty was a freshman fluke , Lucky Break is -LRB- Cattaneo -RRB- sophomore slump .",0
"Simple , poignant and leavened with humor , it 's a film that affirms the nourishing aspects of love and companionship .",0
"It does n't quite deserve the gong , but there are more fascinating acts than `` Confessions of a Dangerous Mind . ''",0
Less funny than it should be and less funny than it thinks it is .,0
"This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .",0
"This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men .",0
"Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",0
... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .,0
"The special effects and many scenes of weightlessness look as good or better than in the original , while the Oscar-winning sound and James Horner 's rousing score make good use of the hefty audio system .",0
A romantic comedy that operates by the rules of its own self-contained universe .,0
"Though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",0
"Officially , it is twice as bestial but half as funny .",0
"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",0
I 'll bet the video game is a lot more fun than the film .,0
"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",0
An enjoyable above average summer diversion .,0
Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts,0
Schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .,0
"If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .",0
What Jackson has accomplished here is amazing on a technical level .,0
"Director Benoit Jacquot , making his first opera-to-film translation with Tosca , conveys the heaving passion of Puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",0
"If Signs is a good film , and it is , the essence of a great one is in there somewhere .",0
"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",0
"-LRB- Director -RRB- Byler may yet have a great movie in him , but Charlotte Sometimes is only half of one .",0
Adaptation is simply brilliant .,0
Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .,0
Generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .,0
Disturbing and brilliant documentary .,0
"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",0
-LRB- A -RRB- strong piece of work .,0
"Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",0
May be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,0
"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",0
Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .,0
The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,0
Do n't be fooled by the impressive cast list - Eye See You is pure junk .,0
"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",0
"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",0
A sentimental but entirely irresistible portrait of three aging sisters .,0
"Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .",0
"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",0
"May be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",0
"Though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .",0
"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",0
"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",0
Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',0
"Witty , vibrant , and intelligent .",0
"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",0
"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",0
The Scorpion King is more fun than Conan the Barbarian .,0
The best that can be said about the work here of Scottish director Ritchie ... is that he obviously does n't have his heart in it .,0
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,0
"Certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",0
"A fine effort , an interesting topic , some intriguing characters and a sad ending .",0
Told just proficiently enough to trounce its overly comfortable trappings .,0
"The story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",0
The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .,0
"The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",0
"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .",0
Delight your senses and crash this wedding !,0
Even better than the first one !,0
"Though it draws several decent laughs , it 's low-cal Woody at best .",0
"But if it is indeed a duty of art to reflect life , than Leigh has created a masterful piece of artistry right here .",0
A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .,0
"An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 ' is a visual treat for all audiences .",0
"Overall , interesting as a documentary -- but not very Imaxy .",0
"Aspires to the cracked lunacy of The Adventures of Buckaroo Banzai , but thanks to an astonishingly witless script ends up more like The Adventures of Ford Fairlane .",0
This goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0
"A moody , multi-dimensional love story and sci-fi mystery , Solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .",0
"Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .",0
That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,0
Narc can only remind us of brilliant crime dramas without becoming one itself .,0
Manages to be both hugely entertaining and uplifting .,0
"You would n't want to live waydowntown , but it is a hilarious place to visit .",0
"Awkward but sincere and , ultimately , it wins you over .",0
Begins like a docu-drama but builds its multi-character story with a flourish .,0
"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",0
Thurman and Lewis are hilarious throughout .,0
"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",0
"Except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .",0
What begins brightly gets bogged down over 140 minutes .,0
"The film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",0
"Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .",0
Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,0
"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",0
Director Rob Marshall went out gunning to make a great one .,0
Part of the film 's cheeky charm comes from its vintage schmaltz .,0
"Kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people .",0
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",0
An unbelievably fun film just a leading man away from perfection .,0
"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",0
"Contrived as this may sound , Mr. Rose 's updating works surprisingly well .",0
Too clever by about nine-tenths .,0
Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .,0
It 's clear that Mehta simply wanted to update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,0
Like Mike is n't interested in recycling old cliches .,0
"It may not be a huge cut of above the rest , but I enjoyed Barbershop .",0
"perfectly enjoyable , instantly forgettable , nothing to write home about .",0
"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",0
"A wry , affectionate delight .",0
It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0
What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,0
Offers that rare combination of entertainment and education .,0
Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their estranged gay and lesbian children .,0
"I walked away not really know who `` they '' were , what `` they '' looked like .",0
"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",0
A surprisingly sweet and gentle comedy .,0
"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",0
"Quite simply , a joy to watch and -- especially -- to listen to .",0
The locale ... remains far more interesting than the story at hand .,0
It inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',0
An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,0
A marvel of production design .,0
"This is human comedy at its most amusing , interesting and confirming .",0
"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",0
Resourceful and ingenious entertainment .,0
"This time Mr. Burns is trying something in the Martin Scorsese street-realist mode , but his self-regarding sentimentality trips him up again .",0
"In this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian .",0
"Though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like Mr. Schepisi 's seems skimpy and unclear .",0
"Everything about The Quiet American is good , except its timing .",0
A taut psychological thriller that does n't waste a moment of its two-hour running time .,0
"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",0
"Unlike the speedy wham-bam effect of most Hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of Italian for Beginners .",0
"One of the most plain , unimaginative romantic comedies I 've ever seen .",0
"What a concept , what an idea , what a thrill ride .",0
Yet the act is still charming here .,0
It provides an honest look at a community striving to anchor itself in new grounds .,0
This is one of the outstanding thrillers of recent years .,0
"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .",0
A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,0
Ryan Gosling ... is at 22 a powerful young actor .,0
Excellent acting and direction .,0
This is a children 's film in the truest sense .,0
"A sour attempt at making a Farrelly Brothers-style , down-and-dirty laugher for the female set .",0
"A thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action .",0
Believability was n't one of the film 's virtues .,0
"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .",0
But they lack their idol 's energy and passion for detail .,0
"As the two leads , Lathan and Diggs are charming and have chemistry both as friends and lovers .",0
Reggio 's continual visual barrage is absorbing as well as thought-provoking .,0
"It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",0
The pitch must have read like a discarded House Beautiful spread .,0
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,0
"To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .",0
"Displaying about equal amounts of naivet̩ , passion and talent , Beneath Clouds establishes Sen as a filmmaker of considerable potential .",0
You bet there is and it 's what makes this rather convoluted journey worth taking .,0
"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",0
"Halfway through the movie , the humor dwindles .",0
"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",0
"This is a terrific character study , a probe into the life of a complex man .",0
Seems like something American and European gay movies were doing 20 years ago .,0
"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",0
"Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .",0
"It lacks the compassion , good-natured humor and the level of insight that made -LRB- Eyre 's -RRB- first film something of a sleeper success .",0
"This is a good script , good dialogue , funny even for adults .",0
"This is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .",0
But it is entertaining on an inferior level .,0
"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .",0
This is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,0
... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,0
"... there 's a choppy , surface-effect feeling to the whole enterprise .",0
"Definitely in the guilty pleasure B-movie category , Reign of Fire is so incredibly inane that it is laughingly enjoyable .",0
It 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown Chelsea Hotel ...,0
Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .,0
"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",0
The whole thing plays like a tired Tyco ad .,0
Nights feels more like a quickie TV special than a feature film ... It 's not even a TV special you 'd bother watching past the second commercial break .,0
Cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .,0
"There are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .",0
"... a joke at once flaky and resonant , lightweight and bizarrely original .",0
"Alex Nohe 's documentary plays like a travelogue for what mostly resembles a real-life , big-budget NC-17 version of Tank Girl .",0
"From the opening scenes , it 's clear that All About the Benjamins is a totally formulaic movie .",0
A historical epic with the courage of its convictions about both scope and detail .,0
"It ca n't decide if it wants to be a mystery\/thriller , a romance or a comedy .",0
A film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,0
A great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .,0
The leads we are given here are simply too bland to be interesting .,0
"Without resorting to camp or parody , Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",0
A sleek advert for youthful anomie that never quite equals the sum of its pretensions .,0
"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",0
The execution is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .,0
"This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .",0
"Real Women may have many agendas , but it also will win you over , in a big way .",0
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",0
The unexplored story opportunities of `` Punch-Drunk Love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer\/director Anderson .,0
This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,0
"Yes , one enjoys seeing Joan grow from awkward young woman to strong , determined monarch , but her love for the philandering Philip only diminishes her stature .",0
Consummate actor Barry has done excellent work here .,0
Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,0
Scooby Dooby Doo \/ And Shaggy too \/ You both look and sound great .,0
"A witty , low-key romantic comedy .",0
"Viewed on its own terms , Treasure Planet is better-than-average family entertainment , but true fans of the Stevenson 's novel will likely prefer Disney 's more faithful 1950 live-action swashbuckling classic .",0
The big ending surprise almost saves the movie .,0
I love the way that it took chances and really asks you to take these great leaps of faith and pays off .,0
"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",0
"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",0
Top-notch action powers this romantic drama .,0
"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",0
"I did n't laugh at the ongoing efforts of Cube , and his skinny buddy Mike Epps , to make like Laurel and Hardy 'n the hood .",0
"The overall result is an intelligent , realistic portrayal of testing boundaries .",0
"It 's all pretty cynical and condescending , too .",0
"On the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with Piesiewicz 's and Kieslowski 's earlier work , films like The Double Life of Veronique .",0
"The seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",0
"Stands as a document of what it felt like to be a New Yorker -- or , really , to be a human being -- in the weeks after 9\/11 .",0
"Harris is supposed to be the star of the story , but comes across as pretty dull and wooden .",0
"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",0
The difference between Cho and most comics is that her confidence in her material is merited .,0
May puzzle his most ardent fans .,0
Pleasant but not more than recycled jock piffle .,0
"A B-movie you can sit through , enjoy on a certain level and then forget .",0
"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing .",0
"The scope of the Silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",0
"works , it 's thanks to Huston 's revelatory performance .",0
"Despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",0
"Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",0
"Like Mike is a slight and uninventive movie : Like the exalted Michael Jordan referred to in the title , many can aspire but none can equal .",0
It finds no way to entertain or inspire its viewers .,0
"A moving , if uneven , success .",0
Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,0
"This insightful , Oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",0
"A fascinating , unnerving examination of the delusions of one unstable man .",0
Make like the title and dodge this one .,0
"It 's not horrible , just horribly mediocre .",0
"Well , it 's not as pathetic as The Animal .",0
The best film of the year 2002 .,0
"Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .",0
It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,0
What 's surprising is how well it holds up in an era in which computer-generated images are the norm .,0
Cool .,0
"-LRB- Sports -RRB- admirable energy , full-bodied characterizations and narrative urgency .",0
"As a vehicle to savour Binoche 's skill , the film is well worthwhile .",0
"Chalk it up to my adoration for both De Niro and Murphy , but I had a pretty good time with this movie - despite its myriad flaws .",0
"This is a film well worth seeing , talking and singing heads and all .",0
A marvel like none you 've seen .,0
The film has several strong performances .,0
"Andy Garcia enjoys one of his richest roles in years and Mick Jagger gives his best movie performance since , well , Performance .",0
A very funny movie .,0
"It 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",0
"Sounding like Arnold Schwarzenegger , with a physique to match , -LRB- Ahola -RRB- has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .",0
"Though Avary has done his best to make something out of Ellis ' nothing novel , in the end , his Rules is barely worth following .",0
"A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",0
"Whether Kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .",0
You 'll find yourself wishing that you and they were in another movie .,0
"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",0
It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .,0
... a polished and relatively sincere piece of escapism .,0
"Vaguely interesting , but it 's just too too much .",0
"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .",0
"It 's a familiar story , but one that is presented with great sympathy and intelligence .",0
The quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .,0
"While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those -LRB- like me -RRB- who are n't .",0
"Safe Conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye .",0
"Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .",0
"... Tara Reid plays a college journalist , but she looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here ...",0
"Hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .",0
The director seems to take an unseemly pleasure in -LRB- the characters ' -RRB- misery and at the same time to congratulate himself for having the guts to confront it .,0
"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",0
Hugely accomplished slice of Hitchcockian suspense .,0
An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .,0
... there are enough moments of heartbreaking honesty to keep one glued to the screen .,0
"Give Shapiro , Goldman , and Bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour .",0
"Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .",0
The talented and clever Robert Rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second .,0
An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .,0
Children and adults enamored of all things Pokemon wo n't be disappointed .,0
"At times , however , Dogtown and Z-Boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .",0
Pray has really done his subject justice .,0
"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",0
"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .",0
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",0
"It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .",0
Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .,0
Little is done to support the premise other than fling gags at it to see which ones shtick .,0
It 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .,0
"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",0
The recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom .,0
A long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0
"Because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .",0
"The longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",0
"may not have generated many sparks , but with his affection for Astoria and its people he has given his tale a warm glow .",0
A bodice-ripper for intellectuals .,0
Should have been worth cheering as a breakthrough but is devoid of wit and humor .,0
Quelle surprise !,0
It 's sort of a 21st century morality play with a Latino hip hop beat .,0
"This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",0
"... plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going .",0
